,Unnamed: 0,_id,text,tags,definitions,technical_instruction_for_dev,sap_products,content_relevant_to_technical_risks,cost_information,risk_for_gl,support_information,marked,is_priority_statement,user_id
310,310,5e94e5dbe55dd0f9169ca626,"the associates program, the amazon site, any products and services offered on the amazon site, any special links, link formats, content, the product advertising api, data feed, product advertising content, our and our affiliates’ domain names, trademarks and logos (including the amazon marks), and all technology, software, functions, materials, data, images, text, and other intellectual properties rights, information and content provided or used by or on behalf of us or our affiliates or licensors in connection with the associates program (collectively the “ service offerings”) are provided “as is” and “as available”. neither we nor any of our affiliates or licensors make any representation or warranty of any kind, whether express, implied, statutory, or otherwise, with respect to the service offerings. we and our affiliates and licensors disclaim all warranties with respect to the service offerings, including any implied warranties of title, merchantability, satisfactory quality, fitness for a particular purpose, or non-infringement, and any warranties arising out of any law, custom, course of dealing, performance, or trade usage. we may discontinue any service offering, or may change the nature, features, functions, scope, or operation of any service offering, at any time and from time to time. neither we nor any of our affiliates or licensors warrant that the service offerings will continue to be provided, will function as described, consistently or in any particular manner, or will be uninterrupted, accurate, error free, or free of harmful components. neither we nor any of our affiliates or licensors will be responsible for (a) any errors, inaccuracies, viruses, malicious software, or service interruptions, including power outages or system failures or (b) any unauthorized access to or alteration of, or deletion, destruction, damage, or loss of, your site or any data, images, text, or other information or content. no advice or information obtained by your application from us or from any other person or entity or through the associates program, content, the product advertising api, data feed, product advertising content, program policies, the associates site, or any amazon site will create any warranty not expressly stated in this agreement. further, neither we nor any of our affiliates or licensors will be responsible for any compensation, reimbursement, or damages arising in connection with (x) any loss of prospective profits or revenue, anticipated sales, goodwill, or other benefits, (y) any investments, expenditures, or commitments by you in connection with your participation in the associates program, or (z) any termination or suspension of your participation in the associates program. nothing in this paragraph will operate to exclude or limit warranties, liabilities, or representations that cannot be excluded or limited under applicable law.","['termination/suspension', 'as-is and as-available', 'change to the product', 'liability']",0,1,0,1,0,0,0,1.0,1.0,I831094
310,310,5e94e5dbe55dd0f9169ca626,"the associates program, the amazon site, any products and services offered on the amazon site, any special links, link formats, content, the product advertising api, data feed, product advertising content, our and our affiliates’ domain names, trademarks and logos (including the amazon marks), and all technology, software, functions, materials, data, images, text, and other intellectual properties rights, information and content provided or used by or on behalf of us or our affiliates or licensors in connection with the associates program (collectively the “ service offerings”) are provided “as is” and “as available”. neither we nor any of our affiliates or licensors make any representation or warranty of any kind, whether express, implied, statutory, or otherwise, with respect to the service offerings. we and our affiliates and licensors disclaim all warranties with respect to the service offerings, including any implied warranties of title, merchantability, satisfactory quality, fitness for a particular purpose, or non-infringement, and any warranties arising out of any law, custom, course of dealing, performance, or trade usage. we may discontinue any service offering, or may change the nature, features, functions, scope, or operation of any service offering, at any time and from time to time. neither we nor any of our affiliates or licensors warrant that the service offerings will continue to be provided, will function as described, consistently or in any particular manner, or will be uninterrupted, accurate, error free, or free of harmful components. neither we nor any of our affiliates or licensors will be responsible for (a) any errors, inaccuracies, viruses, malicious software, or service interruptions, including power outages or system failures or (b) any unauthorized access to or alteration of, or deletion, destruction, damage, or loss of, your site or any data, images, text, or other information or content. no advice or information obtained by your implementation from us or from any other person or entity or through the associates program, content, the product advertising api, data feed, product advertising content, program policies, the associates site, or any amazon site will create any warranty not expressly stated in this agreement. further, neither we nor any of our affiliates or licensors will be responsible for any compensation, reimbursement, or damages arising in connection with (x) any loss of prospective profits or revenue, anticipated sales, goodwill, or other benefits, (y) any investments, expenditures, or commitments by you in connection with your participation in the associates program, or (z) any termination or suspension of your participation in the associates program. nothing in this paragraph will operate to exclude or limit warranties, liabilities, or representations that cannot be excluded or limited under applicable law.","['termination/suspension', 'as-is and as-available', 'change to the product', 'liability']",0,1,0,1,0,0,0,1.0,1.0,I831094
311,311,5e94e5dbe55dd0f9169ca627,"NEITHER WE NOR ANY OF OUR AFFILIATES OR LICENSORS WILL BE LIABLE FOR INDIRECT, INCIDENTAL, SPECIAL, CONSEQUENTIAL, OR EXEMPLARY DAMAGES (INCLUDING ANY LOSS OF REVENUE, PROFITS, GOODWILL, USE, OR DATA) ARISING IN CONNECTION WITH THE SERVICE OFFERINGS, EVEN IF WE HAVE BEEN ADVISED OF THE POSSIBILITY OF THOSE DAMAGES. FURTHER, OUR AGGREGATE LIABILITY ARISING IN CONNECTION WITH THE SERVICE OFFERINGS WILL NOT EXCEED THE TOTAL FEES PAID OR PAYABLE TO YOU UNDER THIS AGREEMENT IN THE TWELVE MONTHS IMMEDIATELY PRECEDING THE DATE ON WHICH THE EVENT GIVING RISE TO THE MOST RECENT CLAIM OF LIABILITY OCCURRED. YOU HEREBY WAIVE ANY RIGHT OR REMEDY IN EQUITY, INCLUDING THE RIGHT TO SEEK INJUNCTIVE OR OTHER EQUITABLE RELIEF IN CONNECTION WITH THIS AGREEMENT. NOTHING IN THIS PARAGRAPH WILL OPERATE TO LIMIT LIABILITIES THAT CANNOT BE LIMITED UNDER APPLICABLE LAW.",['liability'],0,0,0,0,0,1,0,1.0,1.0,I076758
311,311,5e94e5dbe55dd0f9169ca627,"neither we nor any of our affiliates or licensors will be liable for indirect, incidental, special, consequential, or exemplary damages (including any loss of revenue, profits, goodwill, use, or data) arising in connection with the service offerings, even if we have been advised of the possibility of those damages. further, our aggregate liability arising in connection with the service offerings will not exceed the total fees paid or payable to your application under this agreement in the twelve months immediately preceding the date on which the event giving rise to the most recent claim of liability occurred. you hereby waive any right or remedy in equity, including the right to seek injunctive or other equitable relief in connection with this agreement. nothing in this paragraph will operate to limit liabilities that cannot be limited under applicable law.",['liability'],0,1,0,1,0,1,0,1.0,1.0,I076758
311,311,5e94e5dbe55dd0f9169ca627,"neither we nor any of our affiliates or licensors will be liable for indirect, incidental, special, consequential, or exemplary damages (including any loss of revenue, profits, goodwill, use, or data) arising in connection with the service offerings, even if we have been advised of the possibility of those damages. further, our aggregate liability arising in connection with the service offerings will not exceed the total fees paid or payable to your implementation under this agreement in the twelve months immediately preceding the date on which the event giving rise to the most recent claim of liability occurred. you hereby waive any right or remedy in equity, including the right to seek injunctive or other equitable relief in connection with this agreement. nothing in this paragraph will operate to limit liabilities that cannot be limited under applicable law.",['liability'],0,1,0,1,0,1,0,1.0,1.0,I076758
312,312,5e94e5dbe55dd0f9169ca628,"TO THE MAXIMUM EXTENT PERMITTED BY APPLICABLE LAW, WE WILL HAVE NO LIABILITY FOR ANY MATTER DIRECTLY OR INDIRECTLY RELATING TO THE CREATION, MAINTENANCE, OR OPERATION OF YOUR SITE OR YOUR VIOLATION OF THIS AGREEMENT (INCLUDING ANY PROGRAM POLICY), AND YOU AGREE TO DEFEND, INDEMNIFY, AND HOLD US, OUR AFFILIATES AND LICENSORS, AND OUR AND THEIR RESPECTIVE EMPLOYEES, OFFICERS, DIRECTORS, AND REPRESENTATIVES, HARMLESS FROM AND AGAINST ALL CLAIMS, DAMAGES, LOSSES, LIABILITIES, COSTS, AND EXPENSES (INCLUDING ATTORNEYS’ FEES) RELATING TO (A) YOUR SITE OR ANY MATERIALS THAT APPEAR ON YOUR SITE, INCLUDING THE COMBINATION OF YOUR SITE OR THOSE MATERIALS WITH OTHER APPLICATIONS, CONTENT, OR PROCESSES, (B) THE USE, DEVELOPMENT, DESIGN, MANUFACTURE, PRODUCTION, ADVERTISING, PROMOTION, OR MARKETING OF YOUR SITE OR ANY MATERIALS THAT APPEAR ON OR WITHIN YOUR SITE, (C) YOUR USE OF ANY CONTENT, WHETHER OR NOT SUCH USE IS AUTHORIZED BY OR VIOLATES THIS AGREEMENT OR APPLICABLE LAW, (D) YOUR VIOLATION OF ANY TERM OR CONDITION OF THIS AGREEMENT (INCLUDING ANY PROGRAM POLICY), OR (E) YOUR OR YOUR EMPLOYEES' OR CONTRACTORS’ NEGLIGENCE OR WILLFUL MISCONDUCT.","['liability', 'indemnification']",0,0,0,0,0,0,0,1.0,1.0,I831094
312,312,5e94e5dbe55dd0f9169ca628,"to the maximum extent permitted by applicable law, we will have no liability for any matter directly or indirectly relating to the creation, maintenance, or operation of your site or your violation of this agreement (including any program policy), and your application agree to defend, indemnify, and hold us, our affiliates and licensors, and our and their respective employees, officers, directors, and representatives, harmless from and against all claims, damages, losses, liabilities, costs, and expenses (including attorneys’ fees) relating to (a) your site or any materials that appear on your site, including the combination of your site or those materials with other applications, content, or processes, (b) the use, development, design, manufacture, production, advertising, promotion, or marketing of your site or any materials that appear on or within your site, (c) your use of any content, whether or not such use is authorized by or violates this agreement or applicable law, (d) your violation of any term or condition of this agreement (including any program policy), or (e) your or your employees' or contractors’ negligence or willful misconduct.","['liability', 'indemnification']",0,1,0,1,0,0,0,1.0,1.0,I831094
312,312,5e94e5dbe55dd0f9169ca628,"to the maximum extent permitted by applicable law, we will have no liability for any matter directly or indirectly relating to the creation, maintenance, or operation of your site or your violation of this agreement (including any program policy), and your implementation agree to defend, indemnify, and hold us, our affiliates and licensors, and our and their respective employees, officers, directors, and representatives, harmless from and against all claims, damages, losses, liabilities, costs, and expenses (including attorneys’ fees) relating to (a) your site or any materials that appear on your site, including the combination of your site or those materials with other applications, content, or processes, (b) the use, development, design, manufacture, production, advertising, promotion, or marketing of your site or any materials that appear on or within your site, (c) your use of any content, whether or not such use is authorized by or violates this agreement or applicable law, (d) your violation of any term or condition of this agreement (including any program policy), or (e) your or your employees' or contractors’ negligence or willful misconduct.","['liability', 'indemnification']",0,1,0,1,0,0,0,1.0,1.0,I831094
313,313,5e94e5dbe55dd0f9169ca629,"By accepting this Agreement, you hereby consent to us: (a) sending you emails relating to the Associates Program from time to time, (b) monitoring, recording, using, and disclosing information about your Site and users of your Site that we obtain in connection with your display of Special Links and Content (for example, that a particular Amazon customer clicked through a Special Link from your Site before buying a Product on the Amazon Site) in accordance with the Amazon.com Privacy Notice , (c) reviewing, monitoring, crawling, and otherwise investigating your Site to verify compliance with this Agreement, and (d) using, reproducing, distributing, and displaying your implementation of Content displayed on your Site as examples of best practices in our educational materials.","['consent', 'privacy/data protection', 'informed consent']",0,0,0,0,0,0,0,1.0,1.0,I831094
313,313,5e94e5dbe55dd0f9169ca629,"by accepting this agreement, your application hereby consent to us: (a) sending you emails relating to the associates program from time to time, (b) monitoring, recording, using, and disclosing information about your site and users of your site that we obtain in connection with your display of special links and content (for example, that a particular amazon customer clicked through a special link from your site before buying a product on the amazon site) in accordance with the amazon.com privacy notice , (c) reviewing, monitoring, crawling, and otherwise investigating your site to verify compliance with this agreement, and (d) using, reproducing, distributing, and displaying your implementation of content displayed on your site as examples of best practices in our educational materials.","['consent', 'privacy/data protection', 'informed consent']",0,1,0,1,0,0,0,1.0,1.0,I831094
313,313,5e94e5dbe55dd0f9169ca629,"by accepting this agreement, your implementation hereby consent to us: (a) sending you emails relating to the associates program from time to time, (b) monitoring, recording, using, and disclosing information about your site and users of your site that we obtain in connection with your display of special links and content (for example, that a particular amazon customer clicked through a special link from your site before buying a product on the amazon site) in accordance with the amazon.com privacy notice , (c) reviewing, monitoring, crawling, and otherwise investigating your site to verify compliance with this agreement, and (d) using, reproducing, distributing, and displaying your implementation of content displayed on your site as examples of best practices in our educational materials.","['consent', 'privacy/data protection', 'informed consent']",0,1,0,1,0,0,0,1.0,1.0,I831094
314,314,5e94e5dbe55dd0f9169ca62a,"You acknowledge and agree that (a) we and our affiliates may at any time (directly or indirectly) solicit traffic on terms that may differ from those contained in this Agreement, (b) we and our affiliates may at any time (directly or indirectly) operate sites or applications that are similar to or compete with your Site, (c) our failure to enforce your strict performance of any provision of this Agreement will not constitute a waiver of our right to subsequently enforce such provision or any other provision of this Agreement, and (d) any determinations or updates that may be made by us, any actions that may be taken by us, and any approvals that may be given by us under this Agreement can be made, taken, or given in our sole discretion and are only effective if provided in writing by our authorized representative.","['waiver', 'general requirements', 'changes to terms']",0,0,0,0,0,1,0,1.0,1.0,I831094
314,314,5e94e5dbe55dd0f9169ca62a,"your application acknowledge and agree that (a) we and our affiliates may at any time (directly or indirectly) solicit traffic on terms that may differ from those contained in this agreement, (b) we and our affiliates may at any time (directly or indirectly) operate sites or applications that are similar to or compete with your site, (c) our failure to enforce your strict performance of any provision of this agreement will not constitute a waiver of our right to subsequently enforce such provision or any other provision of this agreement, and (d) any determinations or updates that may be made by us, any actions that may be taken by us, and any approvals that may be given by us under this agreement can be made, taken, or given in our sole discretion and are only effective if provided in writing by our authorized representative.","['waiver', 'general requirements', 'changes to terms']",0,1,0,1,0,1,0,1.0,1.0,I831094
314,314,5e94e5dbe55dd0f9169ca62a,"your implementation acknowledge and agree that (a) we and our affiliates may at any time (directly or indirectly) solicit traffic on terms that may differ from those contained in this agreement, (b) we and our affiliates may at any time (directly or indirectly) operate sites or applications that are similar to or compete with your site, (c) our failure to enforce your strict performance of any provision of this agreement will not constitute a waiver of our right to subsequently enforce such provision or any other provision of this agreement, and (d) any determinations or updates that may be made by us, any actions that may be taken by us, and any approvals that may be given by us under this agreement can be made, taken, or given in our sole discretion and are only effective if provided in writing by our authorized representative.","['waiver', 'general requirements', 'changes to terms']",0,1,0,1,0,1,0,1.0,1.0,I831094
315,315,5e94e5dbe55dd0f9169ca62b,"This Agreement incorporates, and you agree to comply with, the most up-to-date version of all policies, appendices, specifications, guidelines, schedules, and other rules referenced in this Agreement or accessible on the Associates Site (“ Program Policies”), including any updates of the Program Policies from time to time. In the event of any conflict between this Agreement and any Program Policy, this Agreement will control. In the event of a conflict between this agreement and your agreement with an Amazon affiliate under a separate affiliate marketing program that agreement will control with respect to such separate program. This Agreement (including the Program Policies) is the entire agreement between you and us regarding the Associates Program and supersedes all prior agreements and discussions.",['general requirements'],1,0,0,0,0,0,0,1.0,1.0,I831094
315,315,5e94e5dbe55dd0f9169ca62b,"this agreement incorporates, and your application agree to comply with, the most up-to-date version of all policies, appendices, specifications, guidelines, schedules, and other rules referenced in this agreement or accessible on the associates site (“ program policies”), including any updates of the program policies from time to time. in the event of any conflict between this agreement and any program policy, this agreement will control. in the event of a conflict between this agreement and your agreement with an amazon affiliate under a separate affiliate marketing program that agreement will control with respect to such separate program. this agreement (including the program policies) is the entire agreement between you and us regarding the associates program and supersedes all prior agreements and discussions.",['general requirements'],1,1,0,1,0,0,0,1.0,1.0,I831094
315,315,5e94e5dbe55dd0f9169ca62b,"this agreement incorporates, and your implementation agree to comply with, the most up-to-date version of all policies, appendices, specifications, guidelines, schedules, and other rules referenced in this agreement or accessible on the associates site (“ program policies”), including any updates of the program policies from time to time. in the event of any conflict between this agreement and any program policy, this agreement will control. in the event of a conflict between this agreement and your agreement with an amazon affiliate under a separate affiliate marketing program that agreement will control with respect to such separate program. this agreement (including the program policies) is the entire agreement between you and us regarding the associates program and supersedes all prior agreements and discussions.",['general requirements'],1,1,0,1,0,0,0,1.0,1.0,I831094
316,316,5e94e5dbe55dd0f9169ca62c,"We reserve the right to modify any of the terms and conditions contained in this Agreement (including those in any Program Policy) at any time and in our sole discretion by posting a change notice, revised Agreement, or revised Program Policy on the Associates Site or by sending notice of such modification to you by email to the primary email address then-currently associated with your Associates account (any such change by email will be effective on the date specified in such email but will in no event be less than two business days after the date the email is sent). YOUR CONTINUED PARTICIPATION IN THE ASSOCIATES PROGRAM FOLLOWING THE EFFECTIVE DATE OF SUCH NOTICE WILL CONSTITUTE YOUR ACCEPTANCE OF THE MODIFICATIONS. IF ANY MODIFICATION IS UNACCEPTABLE TO YOU, YOUR ONLY RECOURSE IS TO TERMINATE THIS AGREEMENT IN ACCORDANCE WITH SECTION 6.","['changes to terms', 'termination/suspension']",0,0,0,0,0,0,0,0.0,1.0,
316,316,5e94e5dbe55dd0f9169ca62c,"we reserve the right to modify any of the terms and conditions contained in this agreement (including those in any program policy) at any time and in our sole discretion by posting a change notice, revised agreement, or revised program policy on the associates site or by sending notice of such modification to your application by email to the primary email address then-currently associated with your associates account (any such change by email will be effective on the date specified in such email but will in no event be less than two business days after the date the email is sent). your continued participation in the associates program following the effective date of such notice will constitute your acceptance of the modifications. if any modification is unacceptable to you, your only recourse is to terminate this agreement in accordance with section 6.","['changes to terms', 'termination/suspension']",0,1,0,1,0,0,0,1.0,1.0,
316,316,5e94e5dbe55dd0f9169ca62c,"we reserve the right to modify any of the terms and conditions contained in this agreement (including those in any program policy) at any time and in our sole discretion by posting a change notice, revised agreement, or revised program policy on the associates site or by sending notice of such modification to your implementation by email to the primary email address then-currently associated with your associates account (any such change by email will be effective on the date specified in such email but will in no event be less than two business days after the date the email is sent). your continued participation in the associates program following the effective date of such notice will constitute your acceptance of the modifications. if any modification is unacceptable to you, your only recourse is to terminate this agreement in accordance with section 6.","['changes to terms', 'termination/suspension']",0,1,0,1,0,0,0,1.0,1.0,
317,317,5e94e5dbe55dd0f9169ca62d,"1.2      From Customer to ArcTouch. By submitting, posting, generating or displaying any App and/or Customer Data on or through the Service, Customer gives ArcTouch a worldwide, non-sublicensable, non-transferable, non-exclusive, terminable, limited license to reproduce, adapt, modify, translate, publish, perform, display and distribute any App and/or Customer Data for the sole purpose of enabling ArcTouch to provide Customer and End Users with the Service in accordance with the Agreement.","['consent', 'informed consent', 'data security standards', 'data management and usage']",0,0,0,0,0,1,0,1.0,1.0,I831094
317,317,5e94e5dbe55dd0f9169ca62d,"1.2      from customer to arctouch. by submitting, posting, generating or displaying any app protection and/or customer data on or through the service, customer gives arctouch a worldwide, non-sublicensable, non-transferable, non-exclusive, terminable, limited license to reproduce, adapt, modify, translate, publish, perform, display and distribute any app and/or customer data for the sole purpose of enabling arctouch to provide customer and end users with the service in accordance with the agreement.","['consent', 'informed consent', 'data security standards', 'data management and usage']",0,1,0,1,0,1,0,1.0,1.0,I831094
318,318,5e94e5dbe55dd0f9169ca62e,"2.2      Facilities and Data Transfer. All facilities used to store and process an App and Customer Data will adhere to reasonable security standards no less protective than the security standards at facilities where ArcTouch processes and stores its own information of a similar type. ArcTouch has implemented at least industry standard systems and procedures to ensure the security and confidentiality of an App and Customer Data, protect against anticipated threats or hazards to the security or integrity of an App and Customer Data, and protect against unauthorized access to or use of an App and Customer Content. ArcTouch may process and store an App and Customer Data in the United States or any other country in which ArcTouch or its agents maintain facilities. By using the Service, Customer consents to this processing and storage of an App and Customer Data. The parties agree that ArcTouch is merely a data processor.","['data security standards', 'data management and usage']",0,0,0,0,0,0,0,1.0,1.0,I831094
318,318,5e94e5dbe55dd0f9169ca62e,"2.2      facilities and data transfer. all facilities used to store and process an app protection and customer data will adhere to reasonable security standards no less protective than the security standards at facilities where arctouch processes and stores its own information of a similar type. arctouch has implemented at least industry standard systems and procedures to ensure the security and confidentiality of an app and customer data, protect against anticipated threats or hazards to the security or integrity of an app and customer data, and protect against unauthorized access to or use of an app and customer content. arctouch may process and store an app and customer data in the united states or any other country in which arctouch or its agents maintain facilities. by using the service, customer consents to this processing and storage of an app and customer data. the parties agree that arctouch is merely a data processor.","['data security standards', 'data management and usage']",0,1,0,1,0,0,0,1.0,1.0,I831094
319,319,5e94e5dbe55dd0f9169ca62f,"2.4      Privacy Policies. The Service is subject to ArcTouch’s Privacy Policy, and is incorporated in this Agreement by reference. Changes to the Privacy Policy will be made as stated in the policy. In addition, ArcTouch is enrolled in the U.S. Department of Commerce Safe Harbor Program and will remain enrolled in this program throughout the Term of the Agreement.","['privacy/data protection', 'data security standards', 'changes to terms']",0,0,0,0,0,0,1,1.0,1.0,I321911
320,320,5e94e5dbe55dd0f9169ca630,"2.5      New Offerings. ArcTouch may make new offerings, services, tools, features or functionality available from time to time through the Service, the use of which may be contingent upon Customer’s agreement to additional terms.","['changes to service', 'changes to terms']",0,0,0,0,0,1,0,1.0,1.0,I831094
321,321,5e94e5dbe55dd0f9169ca631,"•      To the Service. Subject to Section 9.4 (Termination for Convenience), ArcTouch may make commercially reasonable Updates to the Service from time to time. If ArcTouch makes a material change to the Service, ArcTouch will inform Customer.",['changes to service'],0,0,0,0,0,0,0,1.0,1.0,I831094
322,322,5e94e5dbe55dd0f9169ca632,"•      To the Agreement. ArcTouch may make changes to this Agreement, including pricing from time to time. In the event of a material change, Customer may accept the new terms by signing the Agreement, or by clicking an ""I Accept"" button on the web page of the Service that shows this Agreement, or by using the AppGlu Service in a commercial capacity or by distributing any App to End Users. Alternatively, the Customer may terminate the Agreement under Section 9.4 (Termination for Convenience).  Changes are effective on the date ArcTouch notifies the customer of the new Agreement.","['changes to terms', 'payment']",0,0,0,0,1,0,0,1.0,1.0,I831094
322,322,5e94e5dbe55dd0f9169ca632,"•      to the agreement. arctouch may make changes to this agreement, including pricing from time to time. in the event of a material change, customer may accept the new terms by signing the agreement, or by clicking an ""i accept"" button on the web page of the service that shows this agreement, or by using the appglu service in a commercial capacity or by distributing any app protection to end users. alternatively, the customer may terminate the agreement under section 9.4 (termination for convenience).  changes are effective on the date arctouch notifies the customer of the new agreement.","['changes to terms', 'payment']",0,1,0,1,1,0,0,1.0,1.0,I831094
323,323,5e94e5dbe55dd0f9169ca633,3.1      Free Trial Period. The Service is provided to Customer without charge for the first thirty (30) days following the initial creation of each App.,['payment'],0,0,0,0,1,0,0,1.0,1.0,I830949
324,324,5e94e5dbe55dd0f9169ca634,3.2      Fee Schedule and Invoice. The Service is provided to Customer per a separate Fee Schedule as defined by the Customer’s Invoice. The Fee Schedule shall become a part of this Agreement.,['payment'],0,0,0,0,1,0,0,1.0,1.0,I831094
325,325,5e94e5dbe55dd0f9169ca635,"3.3      Online Billing. ArcTouch will issue an electronic bill to Customer for all charges accrued after the Free Threshold has been surpassed. Fees are solely based on ArcTouch’s measurements of Customer’s use of the Service, may include monthly fees, and ArcTouch’s determination is final. Customer shall be responsible for all Fees up to the amount set in the Account and shall pay all Fees in U.S. Dollars or in such other currency as agreed to in writing by the parties. Customer shall pay all Fees in accordance with the payment terms in effect.","['payment', 'obligations', 'usage limits']",0,0,0,0,1,0,0,1.0,1.0,I831094
326,326,5e94e5dbe55dd0f9169ca636,"3.4      Delinquent Payments. Late payments may bear interest at the rate of 1.5% per month (or the highest rate permitted by law, if less). ArcTouch reserves the right to suspend your Account for any late payments.","['payment', 'termination/suspension']",0,0,0,0,1,0,0,1.0,1.0,I831094
327,327,5e94e5dbe55dd0f9169ca637,"3.5      Taxes. Customer is responsible for any Taxes, and Customer will pay ArcTouch for the Services without any reduction for Taxes. If ArcTouch is obligated to collect or pay Taxes, the Taxes will be invoiced to Customer, unless Customer provides ArcTouch with a timely and valid tax exemption certificate authorized by the appropriate taxing authority. In some states the sales tax is due on the total purchase price at the time of sale and must be invoiced and collected at the time of the sale. If Customer is required by law to withhold any Taxes from its payments to ArcTouch, Customer must provide ArcTouch with an official tax receipt or other appropriate documentation to support such withholding payments.",['payment'],0,0,0,0,1,0,0,1.0,1.0,I831094
328,328,5e94e5dbe55dd0f9169ca638,"3.6      Invoice Disputes & Refunds. To the fullest extent permitted by law, Customer waives all claims relating to Fees unless claimed within sixty days after charged (this does not affect any Customer rights with its credit card issuer). Refunds (if any) are at the discretion of ArcTouch and will only be in the form of credit for the Service. Nothing in this Agreement obligates ArcTouch to extend credit to any party.",['payment'],0,0,0,0,1,0,0,1.0,1.0,I076758
329,329,5e94e5dbe55dd0f9169ca639,"4.1      Compliance. Customer is solely responsible for its Apps and Customer Data, and for making sure its Apps or Customer Data comply with the Acceptable Use Policy. ArcTouch reserves the right to review the App or Customer Data to ensure Customer’s compliance with the Acceptable Use Policy. Customer is responsible for ensuring all End Users comply with Customer’s obligations under the Agreement.","['obligations', 'monitor/audit', 'liability', 'privacy/data protection']",0,0,0,1,0,0,0,1.0,1.0,I321911
329,329,5e94e5dbe55dd0f9169ca639,"4.1      compliance. customer is solely responsible for its apps and customer data, and for making sure its apps or customer data comply with the acceptable use policy. arctouch reserves the right to review the app protection or customer data to ensure customer’s compliance with the acceptable use policy. customer is responsible for ensuring all end users comply with customer’s obligations under the agreement.","['obligations', 'monitor/audit', 'liability', 'privacy/data protection']",0,1,0,1,0,0,0,1.0,1.0,I321911
330,330,5e94e5dbe55dd0f9169ca63a,"4.2      Privacy. Customer will protect the privacy and legal rights of its End Users under all applicable laws and regulations, which includes a legally adequate privacy notice communicated from Customer. Customer may have the ability to access, monitor, use, or disclose Customer Data submitted by End Users through the Service. Customer will obtain and maintain any required consents from End Users to allow Customer’s access, monitoring, use and disclosure of Customer Data. Further, Customer will notify its End Users that any Customer Data provided as part of the Service will be made available to a third party as part of ArcTouch providing the Service.","['consent', 'publicity', 'data management and usage', 'monitor/audit']",0,0,1,0,0,1,0,1.0,1.0,I321911
331,331,5e94e5dbe55dd0f9169ca63b,4.5      Documentation. ArcTouch may provide Documentation for Customer’s use of the Service. The Documentation may specify restrictions on how the Apps may be built or the Service may be used and Customer agrees to comply with any such restrictions specified.,['general requirements'],0,0,0,0,0,0,0,0.0,1.0,
332,332,5e94e5dbe55dd0f9169ca63c,"5.1      Suspension/Removals. If Customer becomes aware that any App or an End User’s use of an App, or Customer Data violates the Acceptable Use Policy, Customer will immediately suspend the App, remove the applicable Customer Data, or suspend access to an End User (as may be applicable). If Customer fails to suspend or remove as noted in the prior sentence, ArcTouch may specifically request that Customer do so. If Customer fails to comply with ArcTouch’s request to do so within twenty-four hours, then ArcTouch may suspend AppGlu accounts of the applicable End Users, disable the App, and/or disable the Account (as may be applicable) until such violation is corrected.","['termination/suspension', 'privacy/data protection']",0,0,0,0,0,1,0,1.0,1.0,I831094
332,332,5e94e5dbe55dd0f9169ca63c,"5.1      suspension/removals. if customer becomes aware that any app protection or an end user’s use of an app, or customer data violates the acceptable use policy, customer will immediately suspend the app, remove the applicable customer data, or suspend access to an end user (as may be applicable). if customer fails to suspend or remove as noted in the prior sentence, arctouch may specifically request that customer do so. if customer fails to comply with arctouch’s request to do so within twenty-four hours, then arctouch may suspend appglu accounts of the applicable end users, disable the app, and/or disable the account (as may be applicable) until such violation is corrected.","['termination/suspension', 'privacy/data protection']",0,1,0,1,0,1,0,1.0,1.0,I831094
333,333,5e94e5dbe55dd0f9169ca63d,"5.2      Emergency Security Issues. Despite the foregoing, if there is an Emergency Security Issue, then ArcTouch may automatically suspend the offending End User account, App or the Account. Suspension will be to the minimum extent required, and of the minimum duration, to prevent or terminate the Emergency Security Issue. If ArcTouch suspends an End User account or the App or Account, for any reason, without prior notice to Customer, at Customer’s request, ArcTouch will provide Customer the reason for the suspension as soon as is reasonably possible.",['termination/suspension'],0,0,0,0,0,0,0,1.0,1.0,I076758
333,333,5e94e5dbe55dd0f9169ca63d,"5.2      emergency security issues. despite the foregoing, if there is an emergency security issue, then arctouch may automatically suspend the offending end user account, app protection or the account. suspension will be to the minimum extent required, and of the minimum duration, to prevent or terminate the emergency security issue. if arctouch suspends an end user account or the app or account, for any reason, without prior notice to customer, at customer’s request, arctouch will provide customer the reason for the suspension as soon as is reasonably possible.",['termination/suspension'],0,1,0,1,0,0,0,1.0,1.0,I076758
334,334,5e94e5dbe55dd0f9169ca63e,"7.2      Deprecation Policy.  ArcTouch will announce if we intend to discontinue or make backwards-incompatible changes to this API or Service. We will use commercially reasonable efforts to continue to operate that Service without these changes until one year after the announcement,unless (as ArcTouch determines in its reasonable good faith judgment):",['changes to service'],0,0,0,0,0,1,0,1.0,1.0,I831094
335,335,5e94e5dbe55dd0f9169ca63f,"9.1      Agreement Term. The license granted in this Agreement will remain in effect, unless terminated earlier as set forth in this Agreement.","['termination/suspension', 'general requirements']",1,0,0,0,0,1,0,1.0,1.0,I321911
336,336,5e94e5dbe55dd0f9169ca640,9.2      Termination for Breach. Either party may terminate this Agreement for breach if: (i) the other party is in material breach of the Agreement and fails to cure that breach within thirty days after receipt of written notice; (ii) the other party ceases its business operations or becomes subject to insolvency proceedings and the proceedings are not dismissed within ninety days; or (iii) the other party is in material breach of this Agreement more than two times notwithstanding any cure of such breaches.,['termination/suspension'],0,0,0,0,0,0,0,1.0,1.0,I831094
